[00:00 - 00:06] これでちょっと端末の方で録音するようにいたしました
[49:29 - 49:37] シングルタスクを高速で回すっていうのをやっています
[49:37 - 49:38] 私もそうですね
[49:38 - 49:43] マルチタスクで複数8並列とかやって死にそうになってますけど
[49:43 - 49:49] 仕事で使ってるシステムとかツールはどんなものがありますか
[49:49 - 49:52] 例えば画像編集だったらこんなの使ってますよとか
[49:52 - 49:56] Excel Wordとかは当たり前かもしれないですけど
[49:56 - 50:00] それはもう本当業務としてみんなで使っている
[50:00 - 50:05] いやもう自分の中で使っている業務の中で必要なソフトですね
[50:05 - 50:08] 要はこの質問何を指しているかというと
[50:08 - 50:11] この業務をするにあたってどのようなツールを使う必要があるから
[50:11 - 50:13] こういうスキルが必要だよってことですね
[50:13 - 50:17] まずはもう今はスラック
[50:17 - 50:19] その後Zoomに移行すると思うんですけど
[50:19 - 50:23] スラックが今メインなのでスラックを使っている
[50:23 - 50:26] Zoomな会議で使っている
[50:26 - 50:30] 今メールアドレスもGoogleからのものになったので
[50:30 - 50:32] カレンダーもみんなと共有してるし
[50:32 - 50:35] よく使うのはスプレッドシートと
[50:35 - 50:37] あと議事録とか書いたりするのに
[50:37 - 50:39] ドキュメントも使えますし
[50:39 - 50:40] 私これ一つ
[50:40 - 50:42] 荒川さんを真似して
[50:42 - 50:45] 荒川さんって経理の就任の方いらっしゃいますけど
[50:45 - 50:46] 荒川さん真似して
[50:46 - 50:47] こっそり真似してるのが
[50:47 - 50:51] Googleのステッカーみたいなの
[50:51 - 50:52] いっぱい書ける
[50:52 - 50:54] メモみたいなのあるの分かりますか
[50:54 - 50:55] はいはいノートですね
[50:55 - 51:01] それは私のタスクのものとして書くようにしてて
[51:01 - 51:03] あれも使ってますし
[51:03 - 51:06] あと今は物理はもう完全に悟空ですよね
[51:06 - 51:08] 悟空を使っていて
[51:08 - 51:11] そんな感じですかね
[51:11 - 51:15] 細かいこと言い出したらいろいろありますけど
[51:15 - 51:18] ほとんどがウェブサービスで占めてるってことですね
[51:18 - 51:20] そうですね
[51:20 - 51:26] あんまりアプリケーション自体は使ってないんじゃないかな
[51:26 - 51:27] なるほど
[51:27 - 51:31] 今後挑戦したいことはどのようなことがありますか
[51:31 - 51:35] 今後挑戦したいのは表参道がオープンするので
[51:35 - 51:38] そこの店舗の運営をしていかなきゃいけないと思うんですけど
[51:38 - 51:42] やっぱり伊勢丹田で培ってきたことで
[51:42 - 51:44] 札幌をオープンさせたっていう経験があるので
[51:44 - 51:47] それよりはもうはるかに大きなプロジェクトになるんですけど
[51:47 - 51:51] そこをまず成功させていきたいのと
[51:51 - 51:58] あと物流のフローの安定化みたいなのも
[51:58 - 52:01] やっていきたいという目標があって
[52:01 - 52:04] やっぱり俗人化してしまっている部分だとか
[52:04 - 52:07] パートさんに任せてしまっている部分っていうのも
[52:07 - 52:10] まだあるのでそこをもうちょっときれいにしたいなと思っています
[52:10 - 52:15] 一緒に働く人材としては
[52:15 - 52:18] どのような人と一緒に働きたいですか
[52:18 - 52:23] 素直な人です
[52:23 - 52:25] ありがとうございます
[52:25 - 52:28] どんなスキルや経験があると
[52:28 - 52:31] 御社で一緒に働く経験ができますか
[52:31 - 52:33] 活躍できますか
[52:33 - 52:37] これはもう社長も言ってたように
[52:37 - 52:41] パソコンを使う技術っていうんですかね
[52:41 - 52:44] ただタイピングが早いとかじゃなくて
[52:44 - 52:47] もっとそれを使ってツールとして
[52:47 - 52:50] 表現したり分析したりっていうことは
[52:50 - 52:53] もう最低限なのかなと思います
[52:53 - 52:55] なるほど
[52:55 - 52:59] 入社後どんな業務から始めてもらうことが多いですか
[52:59 - 53:02] それは部署によるのかなと思うんですけど
[53:02 - 53:06] 物流であればやっぱり梱包の部分とか
[53:06 - 53:09] 検品とかになると思う
[53:09 - 53:11] あと在庫のカウントとか
[53:11 - 53:13] 営業だったら
[53:13 - 53:14] まずは卸し
[53:14 - 53:18] 販売店の受注を発送依頼を
[53:18 - 53:20] 物流に投げるっていうところとか
[53:20 - 53:22] そういうとこかなと思います
[53:22 - 53:24] はい ありがとうございます
[53:24 - 53:25] 質問は以上です
[53:25 - 53:27] はい じゃあもずみさん
[53:27 - 53:29] すいません 最後です
[53:29 - 53:31] 採用に関する内容だけちょっと
[53:31 - 53:33] 一言でいいですので
[53:33 - 53:36] 現在の採用状況について聞きます
[53:36 - 53:39] 現在の採用活動の状況を教えてください
[53:39 - 53:45] 現在は職種でいうと
[53:45 - 53:50] 店舗表参道のストアでマッサージができる人
[53:50 - 53:54] できれば多言語バイリンガルを探しています
[53:54 - 53:55] なかなか難しいんですけど
[53:55 - 54:00] あとは薬剤師さんで今日1人面接させていただいて
[54:00 - 54:01] 多分その方になりますけど
[54:01 - 54:04] それでももう一人欲しいなと思ってます
[54:04 - 54:08] そういうところがまず直近でどうしても必要なところ
[54:08 - 54:12] あとはクリエイターとして
[54:12 - 54:19] デザイナーツールがちゃんと使える人がすごく不足していて
[54:19 - 54:21] レベル的にね
[54:21 - 54:23] 使える人はいるんだけど
[54:23 - 54:25] そういうレベルじゃないんだよねみたいな人じゃなくて
[54:25 - 54:31] ちゃんとしたデザイナーのある程度のレベルもありつつも
[54:31 - 54:34] 仕事をこなしていける人みたいなのは
[54:34 - 54:36] 一人欲しいなと思っております
[54:36 - 54:38] ありがとうございます
[54:38 - 54:41] 専攻プロセスについて聞かせてください
[54:41 - 54:44] 専攻の流れを教えていただけませんか
[54:44 - 54:46] まず応募があったら
[54:46 - 54:49] そこで必ず個人で使っていらっしゃる
[54:49 - 54:51] Eメールアドレスがあることと
[54:51 - 54:55] あと履歴書職歴と学歴がしっかり載って
[54:55 - 54:56] それがまず書類選考
[54:56 - 55:01] その時点でそれがくださいって言ってるのに書いてなかったら
[55:01 - 55:03] もうそれでアウチかなと思ってます
[55:03 - 55:06] なのでこちらとして欲しい情報はまずそこは絶対で
[55:06 - 55:08] それがあった段階で
[55:08 - 55:11] それが自分たちの要望に満たされてるなと思ったら
[55:11 - 55:15] そのいただいたメールアドレスにパーソナル試験を送らせていただくので
[55:15 - 55:18] そこでもう1回パーソナル試験やっていただきます
[55:18 - 55:23] それで結果が出て面接できるなと思った段階で面接が入ります
[55:23 - 55:26] この時点で私が出ることもあるし
[55:26 - 55:30] 私が出ないでもう1段階って時もあって
[55:30 - 55:33] そこは1段階増えることもありますが
[55:33 - 55:36] その後面接が1回か2回あって
[55:36 - 55:39] 実際にじゃあこの人いいねってなった段階で
[55:39 - 55:43] 今度はお給料とか対偶面の相談になって
[55:43 - 55:47] それは管理部でやって水面下でやっていって
[55:47 - 55:49] 契約書ができて
[55:49 - 55:52] それでOKだったら合意になるという感じです
[55:52 - 55:53] なるほど
[55:53 - 55:55] 先ほど申し込みの段階で
[55:55 - 55:58] 必要事項を記入できていない段階で
[55:58 - 55:59] 落としているというような
[55:59 - 56:01] お話があったと思うんですけども
[56:01 - 56:02] それと同じように
[56:02 - 56:04] 2段階3段階目とかで
[56:04 - 56:05] 各先行ステップで
[56:05 - 56:08] 重要視しているようなポイントってありますか
[56:08 - 56:10] パーソナル試験かな
[56:10 - 56:11] パーソナル試験でやっぱり
[56:11 - 56:14] 最近変えたんですけど試験を
[56:14 - 56:17] 最低ラインみたいなのがあって
[56:17 - 56:20] 上はキリがないと思うんですけど
[56:20 - 56:25] ここで重要なのが最低ラインだからダメってことも
[56:25 - 56:28] 最上ラインだからいいってこともあんまないってことが分かってて
[56:28 - 56:29] この数年で
[56:29 - 56:33] そういう中でやっぱりそのいろんな項目がある中でも
[56:33 - 56:35] 向上心があるかとか
[56:35 - 56:37] 素直さだったり
[56:37 - 56:41] ちゃんと言われたことに対してきちんと対応できるか
[56:41 - 56:42] みたいなところを結構重視しています
[56:42 - 56:44] 基礎的な能力
[56:44 - 56:46] 当たり前のことだけど
[56:46 - 56:48] 地頭がちゃんとあるか
[56:48 - 56:50] それが結構基準かな
[56:50 - 56:52] パソコンのスキルと
[56:52 - 56:53] なるほど
[56:53 - 56:58] 面接で必ず聞くような質問ってありますか
[56:58 - 57:01] 会社のことをどれくらい知ってるか
[57:01 - 57:02] ブランドのこと
[57:02 - 57:05] 結構びっくりするくらい
[57:05 - 57:08] 勉強してこないで来る人がいて
[57:08 - 57:09] もうその時点で
[57:09 - 57:12] あるあるですね
[57:12 - 57:16] ただ単にこなしてるだけでしょ
[57:16 - 57:18] っていう人は頼みますね
[57:18 - 57:21] そうしましたら
[57:21 - 57:24] ここは一緒なんで
[57:24 - 57:26] 入社後のオンボーディング
[57:26 - 57:28] オンシャリありますか
[57:28 - 57:29] 入社後のフォロー体制について
[57:29 - 57:31] お聞きしたいんですが
[57:31 - 57:35] それは今から一緒に作ろうかな
[57:35 - 57:37] 松下先生と一緒に作れたんですけど
[57:37 - 57:40] 基本的に入りますと
[57:40 - 57:42] まず管理部の方で
[57:42 - 57:44] いろんなパソコンだったり
[57:44 - 57:45] メールアドレスだったり
[57:45 - 57:48] 今できたら組織だったりとかで
[57:48 - 57:50] 会社の社内教育をしていきます
[57:50 - 57:52] それでうちは毎朝9時に
[57:52 - 57:53] 必ず全員が集まるので
[57:53 - 57:56] その9時で自己紹介があります
[57:56 - 57:58] そこで今度は
[57:58 - 57:59] その後事前に
[57:59 - 58:02] 関連メンバーで話しておいたタスクを
[58:02 - 58:03] お伝えするので
[58:03 - 58:05] 社長室に来ていただいて
[58:05 - 58:07] 富山だったら
[58:07 - 58:10] ここで実際にこれからこういうことをお願いしますよ
[58:10 - 58:12] あなたの上司はこれですこの方ですよ
[58:12 - 58:14] こういう風に動いてくださいね
[58:14 - 58:16] 最初シンプルなタスクをお伝えする
[58:16 - 58:17] それがまずできてるかっていうのを
[58:17 - 58:20] 直上が毎日追っていく
[58:20 - 58:23] 私が報告をもらうみたいな感じですかね
[58:23 - 58:23] なるほど
[58:23 - 58:27] 編集制度とかは現状ないですか
[58:27 - 58:28] ありますか
[58:28 - 58:30] サンプルスタッフに関してだけはあって
[58:30 - 58:33] ちょっと音が最初飛んだんでもう一度
[58:33 - 58:35] 販売スタッフに関してはあって
[58:35 - 58:38] 契約締結後で
[58:38 - 58:42] 初めての勤務までの間に
[58:42 - 58:44] サンプルの商品をいくつかお送りするのと
[58:44 - 58:46] 1時間から1時間半ぐらいの
[58:46 - 58:48] オンライン研修っていうのをやってます
[58:48 - 58:49] なるほど
[58:49 - 58:53] メンター制度とかサポートの体制とかはありますか?
[58:54 - 58:57] それ最近ちょっとみんなで話し合ってて
[58:57 - 58:58] 質問があったよね
[58:58 - 58:59] リーダーの趣味から
[58:59 - 59:02] 必ず1人置かなければいけないんですね
[59:02 - 59:05] 以前はそういう部署がありますよってことを
[59:05 - 59:07] 収録店に書くだけで
[59:07 - 59:08] 実際機能していません
[59:08 - 59:10] でもやっぱり人が増えてきたので
[59:10 - 59:13] やっぱり逃げ道っていうのを設けなきゃいけなくて
[59:13 - 59:16] 今は私本当はロームを
[59:16 - 59:19] もずみともなり部長にお願いしようと思ったんです
[59:19 - 59:23] でも夫婦だから言いにくいかもしれないなと思って
[59:23 - 59:26] これで私がそこにツヤカチョを入れると
[59:26 - 59:29] ツヤカチョも今自分の下にちょっかりいっぱいスタッフがいるから
[59:29 - 59:31] 言いにくい人もいるだろうと思って
[59:31 - 59:34] ちょっと悩んでてこの間相談したのが小西先生
[59:34 - 59:38] 72歳の小西先生にその役をお願いできないかっていう風に
[59:38 - 59:39] 今は考えてます
[59:39 - 59:42] はい ありがとうございます
[59:42 - 59:46] 制度 待遇について聞かせてください
[59:46 - 59:51] 給与体系についてお聞かせいただけますか
[59:51 - 59:55] 給与体系は月収があって
[59:55 - 59:59] うちは絶対に有期雇用からしか採用していないんです
[59:59 - 01:00:03] なので3ヶ月で1回面談をちゃんとして
[01:00:03 - 01:00:07] その後3ヶ月で合計6ヶ月の研修期間とか有期雇用があって
[01:00:07 - 01:00:11] そこから初めて無機雇用に移れるかどうかが決まる
[01:00:11 - 01:00:16] それまでに例えば入って予想以上にこれができなかったとか
[01:00:16 - 01:00:18] あれができなかったみたいなことがあって
[01:00:18 - 01:00:20] そういう場合はその6ヶ月の間に克服していただきます
[01:00:20 - 01:00:25] これが克服できなかった段階で契約しようです
[01:00:25 - 01:00:28] なのでそこは結構最初に誰にも言ってます
[01:00:28 - 01:00:32] 例えば今回パート3でパソコンのスキルが足りなかった方がいて
[01:00:32 - 01:00:35] できるって言ったりできなかった方はここまでにこれやってくれと
[01:00:35 - 01:00:40] それでできなかったらまたしばらくチャンスがあれば有期雇用を伸ばすし
[01:00:40 - 01:00:41] それがなければそれで終わり
[01:00:41 - 01:00:43] これが結構あって
[01:00:43 - 01:00:47] それで有期雇用ではなく
[01:00:47 - 01:00:52] 有期雇用プラス無期雇用で1年間契約があった場合はボーナスが出ますが
[01:00:52 - 01:00:55] 最低1年間のうちに継続していないとボーナスは出しません
[01:00:55 - 01:01:01] 例えば有期雇用で1年いる人ってあまりいないんですけど
[01:01:01 - 01:01:04] 1年いた場合はその年はないですボーナス
[01:01:04 - 01:01:05] ちゃんとどこか1ヶ月でもいいから
[01:01:05 - 01:01:07] 無期雇用期間が入っていれば
[01:01:07 - 01:01:10] 有期雇用から1年あったらボーナスでます
[01:01:10 - 01:01:12] あと必ず毎年
[01:01:12 - 01:01:14] 昇給は見ますが
[01:01:14 - 01:01:16] 必ず上がるわけではなくて
[01:01:16 - 01:01:18] 下がることもあるっていう風に
[01:01:18 - 01:01:21] 私は最近松下先生から聞いて
[01:01:21 - 01:01:22] それはやろうと思ってやってて
[01:01:22 - 01:01:25] 評価制度がちゃんとなってないといけないので
[01:01:25 - 01:01:27] 評価制度を松下先生と一緒に
[01:01:27 - 01:01:33] 僕の料金上げてください
[01:01:33 - 01:01:42] 評価制度をしっかりした上で上げたり下げたりしていく
[01:01:42 - 01:01:44] そうですね
[01:01:44 - 01:01:48] 評価制度はこれからということではあるんですが
[01:01:48 - 01:01:52] 福利構成の詳細とかって
[01:01:52 - 01:01:56] さっきあったようなチョコザップ以外の部分とか何かありますか
[01:01:56 - 01:01:58] それ以外はもうない感じですか
[01:01:58 - 01:02:02] うち介護手当は出してないんですけど
[01:02:02 - 01:02:04] 子供には出してるんですよ
[01:02:04 - 01:02:07] 1人につき5000円出してます
[01:02:07 - 01:02:07] 毎月
[01:02:07 - 01:02:09] 2人いたら1万円
[01:02:09 - 01:02:12] つやけは1万円私毎月出してて
[01:02:12 - 01:02:13] 高校生を卒業するまで
[01:02:13 - 01:02:15] 出すようにしてます
[01:02:15 - 01:02:19] 未来の子供たちには
[01:02:19 - 01:02:20] そこに
[01:02:20 - 01:02:22] 投資したいって私の思いもあって
[01:02:22 - 01:02:24] それかな
[01:02:24 - 01:02:26] それくらいですかね
[01:02:26 - 01:02:27] あと誕生日は
[01:02:27 - 01:02:32] うちの商品全部40%オフです
[01:02:32 - 01:02:33] でかいですね
[01:02:33 - 01:02:38] あとは何だろう
[01:02:38 - 01:02:39] 誕生日に
[01:02:39 - 01:02:42] 毎年1個決まってて
[01:02:42 - 01:02:43] スキンケアの
[01:02:43 - 01:02:45] お金もったいないから買いたくないみたいな
[01:02:45 - 01:02:47] スタッフもいると思ったので
[01:02:47 - 01:02:50] 必ず1年に1回はうちの商品に触れるような機会を
[01:02:50 - 01:02:51] 作りたかったので
[01:02:51 - 01:02:54] 誕生日の時にはその年決められたキットを
[01:02:54 - 01:02:55] あげるようにしています
[01:02:55 - 01:02:57] なんと素晴らしい
[01:02:57 - 01:03:06] 勤務時間や休暇制度についてはどうでしょうか
[01:03:06 - 01:03:09] 変動労働制なんですけど
[01:03:09 - 01:03:13] 毎月絶対土日の数と祝日の数だけは
[01:03:13 - 01:03:15] 必ず休みを取ってもらう
[01:03:15 - 01:03:18] それ以外は8時間というふうにしていて
[01:03:18 - 01:03:24] なので有期雇用無期雇用無期雇用関わらず
[01:03:24 - 01:03:27] その月の休む時間は
[01:03:27 - 01:03:28] 祝日があれば結構
[01:03:28 - 01:03:30] それだけですよね
[01:03:30 - 01:03:32] プラス夏休みも
[01:03:32 - 01:03:34] お盆休暇を
[01:03:34 - 01:03:35] みんなからあげてって
[01:03:35 - 01:03:37] プラスでいろいろ変動労働制なので
[01:03:37 - 01:03:40] 使う時間はずらしてもいいんですけど
[01:03:40 - 01:03:41] っていうのができて
[01:03:41 - 01:03:43] あと単日は申請して
[01:03:43 - 01:03:47] 月で使わなきゃいけないんですけど
[01:03:47 - 01:03:47] あります
[01:03:47 - 01:03:50] 年末年始も連続して
[01:03:50 - 01:03:52] 1週間休めるようにしてあげてるんです
[01:03:52 - 01:03:56] それは日本の会社としては
[01:03:56 - 01:03:57] 大きな会社結構あるんですけど
[01:03:57 - 01:03:59] なかなか他ないですからね
[01:03:59 - 01:04:00] 連続で休めるっていうのは
[01:04:00 - 01:04:02] 休めるように
[01:04:02 - 01:04:04] でもうち発送してるから
[01:04:04 - 01:04:06] 今年JPさん入るから分からないですけど
[01:04:06 - 01:04:07] ずらして
[01:04:07 - 01:04:09] ずらしてずらして
[01:04:09 - 01:04:12] みんなのシフトがうまくずれるようにして
[01:04:12 - 01:04:14] 必ずみんな1回は
[01:04:14 - 01:04:15] 1週間連続で休んでね
[01:04:15 - 01:04:17] みたいにしてるよね
[01:04:17 - 01:04:18] それをやってます
[01:04:18 - 01:04:20] もずみさんがやっぱり海外で
[01:04:20 - 01:04:22] 仕事をしていたからこその
[01:04:22 - 01:04:26] なんかこう 休暇制度のような感じがしますね
[01:04:26 - 01:04:31] ひょっとして電波悪いですか 今 大丈夫かな
[01:04:31 - 01:04:36] あれ 繋がってます?
[01:04:44 - 01:04:45] あれ 動いてるかな
[01:04:45 - 01:04:51] 動けますか 大丈夫ですか
[01:04:51 - 01:04:55] なんかちょっと電波が悪いですね
[01:04:55 - 01:04:57] 多分こっちが悪いんだと思うんですが
[01:04:57 - 01:05:03] スローだ
[01:05:03 - 01:05:06] どうでしょう 大丈夫ですか
[01:05:06 - 01:05:08] 大丈夫です 今大丈夫だと思います
[01:05:08 - 01:05:09] はい ありがとうございます
[01:05:09 - 01:05:13] 今大丈夫ですね
[01:05:13 - 01:05:15] それで忘れてたのは
[01:05:15 - 01:05:17] これ5年に1回にしようと思ってるんですけど
[01:05:17 - 01:05:20] 社長賞を持ってて
[01:05:20 - 01:05:22] 具体的に決まってないんですけど
[01:05:22 - 01:05:24] 5年勤めた方には
[01:05:24 - 01:05:26] それなりに
[01:05:26 - 01:05:40] すいません
[01:05:40 - 01:05:42] こちらの電波があるのでちょっとお待ちくださいね
[01:05:42 - 01:05:46] 今ちょっと優先の方をつなぎます
[01:05:46 - 01:05:46] すいません
[01:05:46 - 01:05:48] あんまり何か知らんけど
[01:05:48 - 01:05:52] 社内なのに電波が悪いという不思議な状況になってまして
[01:05:52 - 01:05:56] これでどうだ
[01:05:56 - 01:06:10] どうですかね聞こえます
[01:06:10 - 01:06:12] 大丈夫そうですか
[01:06:12 - 01:06:16] すいませんなんかちょっと調子悪かったのに
[01:06:16 - 01:06:17] 今優先に切り替えましたごめんなさい
[01:06:17 - 01:06:22] 社長賞を5年に
[01:06:22 - 01:06:24] まだ収録して書いてないんですけど
[01:06:24 - 01:06:25] 社長賞を設けて
[01:06:25 - 01:06:29] 5年間頑張った方には
[01:06:29 - 01:06:30] 辞めないでね
[01:06:30 - 01:06:34] 結構長期なお休みを渡し上げたいなと思って
[01:06:34 - 01:06:36] その間に帰るのも良し
[01:06:36 - 01:06:38] いいですね
[01:06:38 - 01:06:42] うちの会社だと社長賞はあるけど
[01:06:42 - 01:06:44] 永年金属とかね
[01:06:44 - 01:06:46] そういうのの金属表彰はあるんですけど
[01:06:46 - 01:06:49] 休みもらえるのはいいかもしれませんね
[01:06:49 - 01:06:53] 俺もちょっと休みたい
[01:06:53 - 01:06:57] なるほどありがとうございます
[01:06:57 - 01:07:01] インタビューは以上です
[01:07:01 - 01:07:02] やり切った
[01:07:02 - 01:07:09] ちょうど1時間10分か15分ぐらいになっちゃいましたけどね
[01:07:09 - 01:07:10] ありがとうございます
