[00:00 - 00:01] 2月20日からなんでね
[53:16 - 53:19] そのうちのインスタが極端に内も下がったし
[53:19 - 53:21] 長いけども下がったのよ
[53:21 - 53:24] これアルゴリズムで一番変更があったのが
[53:24 - 53:26] 視聴率がまず関与されないの
[53:26 - 53:28] この8月から
[53:28 - 53:32] なおかついいねが反映されないのよ
[53:32 - 53:33] 何で反映されないの?
[53:33 - 53:34] シェア
[53:34 - 53:35] なるほど
[53:35 - 53:41] そう、だからこの商品いいなと思ったらシェアしてねとかっていうのを入れたりとかをやっぱしなきゃいけないってことで
[53:41 - 53:42] なるほど
[53:42 - 53:46] あとヒット商品、ヒット動画あるじゃん過去の
[53:46 - 53:48] 広告出してるよ
[53:48 - 53:49] 出してないです
[53:49 - 53:50] なんで出さないんだよ
[53:50 - 53:52] それはお金かかるから
[53:52 - 53:54] いや違う、お金をかけてお金を取らなきゃいけない
[53:54 - 53:55] そこは
[53:55 - 53:57] あれ分からんの?
[53:57 - 53:57] 違う違う
[53:57 - 54:00] 分からんの?そういう言った分分からんの?
[54:00 - 54:02] そこはちゃんと契約性出さなきゃいけない
[54:02 - 54:09] で例えばねその過去にヒットした動画って何万ビューあっていくら売れたかはだいたいわかるじゃん
[54:09 - 54:17] そういえばその対象となる商品を買ったお客さんのデータを調べてフィルタリングかけて
[54:17 - 54:21] この動画での影響力がだいたいこれぐらいだっていうのを見つければいい
[54:21 - 54:29] そうするとあとどれぐらいその動画が見られればこの効果を生むのかという割合がわかるから
[54:29 - 54:35] もしお金のめどが尽きりづらいってなったら1日200円でいい
[54:35 - 54:38] 1日200円出すと2000人見られるから
[54:38 - 54:46] だから2000人見られれば今までのアルゴリズム変更で見えなかった動画が2000人には見えるんだよ
[54:46 - 54:47] でかいですね
[54:47 - 54:47] そう
[54:47 - 54:51] だから2×7×10×4で1400円だろ
[54:51 - 54:53] 1400円×4×5×10じゃん
[54:53 - 54:59] 月に1本動画いいやつをネットにインスタで出すってしたら
[54:59 - 55:03] ミニマムそれで言ったら大体1万円ぐらいかかればいいって言ったでしょ
[55:03 - 55:07] じゃあ1万円出してさ一番売れてるもんって何?
[55:08 - 55:09] 今一番売れてるのはニオワ
[55:09 - 55:11] だよねニオワの利益は?
[55:12 - 55:12] めっちゃいい
[55:12 - 55:13] え?
[55:13 - 55:13] めっちゃいい
[55:13 - 55:14] いくら?
[55:14 - 55:15] いくら?えっと
[55:15 - 55:18] 2千…
[55:18 - 55:19] 2千100円ぐらい
[55:19 - 55:20] だよね
[55:20 - 55:22] ということはニオワが5個売れればさ
[55:22 - 55:24] 簡単に元取れるんだよ
[55:24 - 55:27] だから予算額としてここまで出しますって
[55:27 - 55:31] 倫理書書いて会長に承認もらえばいいだけ
[55:31 - 55:34] そういうの俺は分かってる
[55:34 - 55:37] 承認人間にそんなこと言ったって分かるわけないんだよ
[55:37 - 55:38] プラス経費
[55:38 - 55:42] 結局お金がかかるところがしたくないっていうか
[55:42 - 55:44] お金を儲けるための経費はいい
[55:44 - 55:45] 分かりました
[55:45 - 55:46] 一番ダメなのは
[55:46 - 55:47] 会長いいですか逆に
[55:47 - 55:48] いいんじゃないか今の話は
[55:48 - 55:50] ちゃんとこういう風に話してくれば分かるんだよ
[55:50 - 55:51] 分かりました
[55:51 - 55:54] ピックトックもあるから
[55:54 - 55:56] なんとなくあなたの言ってることは分かったわ今
[55:56 - 55:57] 分かりました
[55:57 - 56:00] だから1個の商品利益がでかいものだったら
[56:00 - 56:02] 広告費用なんてすぐ返しできちゃう
[56:02 - 56:04] 今までで売れたのに関して
[56:04 - 56:07] それをなんで利用できないのかなと思ってた
[56:07 - 56:09] それは俺でも思ってたよ
[56:09 - 56:11] それをお金かけていいって言うんであれば
[56:11 - 56:13] いいって言うんであればじゃない
[56:13 - 56:16] 自分からそれをちゃんと出してるのが重要
[56:16 - 56:18] 分かりました
[56:18 - 56:21] 例えば1本の動画作る努力ってすごいじゃん
[56:21 - 56:27] でも広告出せばリーチしなかったユーザーにリーチするから
[56:27 - 56:30] そしたら1万人に波及すれば
[56:30 - 56:32] 例えば50個売れるってなったら
[56:32 - 56:34] もう全然いいですっていう話にしかならないんで
[56:34 - 56:36] 今の話はいいね
[56:36 - 56:39] だからその時に必要なのは会長
[56:39 - 56:45] 会集予定は最低ライン何個いかねれば会集できるので
[56:45 - 56:48] 今月これ以上を売るつもりなので
[56:48 - 56:50] 承認お願いしますって
[56:50 - 56:51] いいよね
[56:51 - 56:53] 了解しました
[56:53 - 56:56] これはね俺がいつもやってることなのよ
[56:56 - 56:59] 了解しました
[56:59 - 57:01] 豆さがいるよ
[57:01 - 57:06] 豆さとどういう草がいるよ
[57:06 - 57:07] だから
[57:07 - 57:10] 彼ばっかりじゃなくて
[57:10 - 57:12] 今の人たちってさ
[57:12 - 57:15] 土日祝日当たり前でしょ
[57:15 - 57:17] いやーでも
[57:17 - 57:22] うちの社員は坪内のことなんだけど、あの子は土日でもやってるのよ。
[57:22 - 57:24] そこですよ。
[57:24 - 57:26] まるで俺が何もやってないから。
[57:26 - 57:31] いやいや、それをしようってわけじゃないけど、そういう気持ちでやらないとダメなんさ。
[57:31 - 57:41] もう一つ、アドバンスさんではその日の何時まで頼んだやつはどの子に送るって言ってたでしょ。
[57:41 - 57:44] 今なんかそれでなかったらさ
[57:44 - 57:47] 鉄を熱いうちに撃てって言うからさ
[57:47 - 57:50] 冷めた時物が来たってさしょうがねえって話よ
[57:50 - 57:55] これ相手の立場に物事を考えて行動するってのは
[57:55 - 57:59] ヘンリー・ホードが世の中に成功する秘訣があるとしたら
[57:59 - 58:01] って彼が言った言葉なんだけど
[58:01 - 58:03] 今あなたの場合は
[58:03 - 58:07] 自分の立場でしか物事を見てないんだよ
[58:07 - 58:10] これはあなた耳痛いかもしれないけど
[58:10 - 58:13] こうやって見ててそうなんだよ
[58:13 - 58:18] 常に相手の立場に立って物事を考えて行動すれば絶対に成功するんです
[58:18 - 58:20] 俺が言ったらさ
[58:20 - 58:23] 何言ってんだこのクソジジイって言うかもしれないけど
[58:23 - 58:29] あのアメリカのジーム3代ビッグスリーのフォードの会長
[58:29 - 58:31] そのフォード一回破綻していいんじゃないですか
[58:31 - 58:32] フォードなんか破綻してないよ
[58:32 - 58:33] 一回破綻したじゃないですか
[58:33 - 58:35] してないって
[58:35 - 58:37] ゼネラルモーターと
[58:37 - 58:39] どこだ
[58:39 - 58:44] クライスラーが破綻した。フォードだけはしてないんだよ。
[58:44 - 58:47] あれはデッドボイと似たやつってフリーじゃないっすか?
[58:47 - 58:56] フォードとね、G.M.か、クライスラーか、G.M.とクライスラーか。
[58:56 - 59:04] あれは破綻して、アメリカの国が金入れて、日本航空と同じんだよね、復活させたんだよ。
[59:04 - 59:09] その中にはフォードの役付きの人も入ってるんだよ
[59:09 - 59:14] フォードの創生者の考え方っていうのはもうそこはもうずーっと
[59:14 - 59:20] フォードに限らず似たようなのがいっぱいあって
[59:20 - 59:24] その辺で言ったら僕は 角栄先生になるんですけどね
[59:24 - 59:27] あれはね大したもんですよ
[59:27 - 59:31] でも本当そういうことあの俺もうでもねほとんど生きてるのよ
[59:31 - 59:34] 動画で教祖様になってるから
[59:34 - 59:36] 誰が?
[59:36 - 59:37] 彼でしょ?
[59:37 - 59:37] そう
[59:37 - 59:38] それは俺も認めてる
[59:38 - 59:42] だからね、もう利益が大事な人なのよ
[59:42 - 59:48] あなたのその良さをどんどん発揮すれば面白いんだけど
[59:48 - 59:50] そのあなたがこういうことも全部やらんまねってのは
[59:50 - 59:51] これナンセンスなんすよ
[59:51 - 59:53] 俺も本気同感なんすよ
[59:53 - 59:54] ああ
[59:54 - 59:56] だけど最終的にはこれでいけばいい
[59:56 - 59:57] 最終的にはそうですね
[59:57 - 59:59] ほんとあなたは思い通りに動かれるから
[59:59 - 01:00:04] だけど軌道乗るまではこれでお願いするしかない 今時点で
[01:00:04 - 01:00:06] ただこれ2ヶ月しかないからね
[01:00:06 - 01:00:07] え?単純に交付するんですか?
[01:00:07 - 01:00:09] 1月の1日まで…
[01:00:09 - 01:00:11] 12月の31日まで
[01:00:11 - 01:00:13] 要はこれを延々とやると
[01:00:13 - 01:00:16] いや1年間俺面倒見てくださいって言ってた
[01:00:16 - 01:00:19] いやもしそれだったらここはもっとアレなんですけど
[01:00:19 - 01:00:22] うちとしてはもうほんと赤字が続く
[01:00:22 - 01:00:27] CIS戦はこの値段で1年やっちゃうと とんでもない赤字になっちゃうっていう
[01:00:27 - 01:00:34] いやだからこれはじゃあ2ヶ月は2ヶ月は超えていいけどじゃあ3ヶ月の人から元に戻さないで一気に
[01:00:34 - 01:00:39] いやもしそれをあるんだったら要するにここまでの期間の中で実績を出してください
[01:00:39 - 01:00:42] だって実績出さなきゃいけないんですかそうなんですか
[01:00:42 - 01:00:44] そうそうそうじゃないと要するに
[01:00:44 - 01:00:47] それはそうだね2ヶ月っていうのはあまりにも少なくね
[01:00:47 - 01:00:50] いやちゃんとやればできます
[01:00:50 - 01:00:56] なんでかって言ったらこの2週間でいい動画が日本に出てくるんですよ
[01:00:56 - 01:01:00] 話変えますね
[01:01:00 - 01:01:02] AIの話なんですけど
[01:01:02 - 01:01:07] 素材を自分で今も作ってるんですが
[01:01:07 - 01:01:10] それをやるとやっぱりもうちょっと時間がかかってしまうんですよ
[01:01:10 - 01:01:12] かかんない方法を取るしかないね
[01:01:12 - 01:01:15] そうするとAI使わないのが一番なんですけど
[01:01:15 - 01:01:19] AI使って説明するとやっぱり分かりやすいなっていうのがあったんですよね
[01:01:19 - 01:01:24] だから何にコストをかけるとお客さんがどういう反応をするか
[01:01:24 - 01:01:30] その作った動画でどれぐらいのお客さんの売り上げを見込むかってことが分かってない状況だったら
[01:01:30 - 01:01:32] どんな手段を使うかはダメなんですよ
[01:01:32 - 01:01:38] 今は多分心の赴くままのインスピレーションでバーって作ってるから
[01:01:38 - 01:01:40] でもそれでも当たってるのってすごいんだけどね
[01:01:40 - 01:01:41] そうだね
[01:01:41 - 01:01:46] 多分僕らの中で大根通り作ったらもっと絶対ダメだと思うんです
[01:01:46 - 01:01:47] 全然ダメだと思うんです
[01:01:47 - 01:01:50] だから俺的には一回作ってみて
[01:01:50 - 01:01:56] もう一手加えた方がこれぐらい来るんじゃないかって思うんだったらやりあいんじゃないか
[01:01:56 - 01:01:58] なるほどプラスやりあいよっていうことですね
[01:01:58 - 01:02:00] やり方を固定するんじゃなくて
[01:02:00 - 01:02:03] まず釣りと一緒さ
[01:02:03 - 01:02:07] 釣れねえ仕掛けと釣れねえ餌でどんだけ投げたくて
[01:02:07 - 01:02:08] 釣れないものは釣れない
[01:02:08 - 01:02:11] だから結局作るってことを目的として
[01:02:11 - 01:02:15] 餌も仕掛けも用意するっていうところが必要になってくるから
[01:02:15 - 01:02:17] 長屋君がその感覚を持てるかどうかだと思っている
[01:02:20 - 01:02:29] だから目立った動画になるからバズるから売れるってわけじゃないっていうのはもう自分俺らもわかったからさ
[01:02:29 - 01:02:34] だって未だに伸び続けてる動画伸び続けてるからね
[01:02:34 - 01:02:42] そこをやっぱりよくよく考えないとっていうところで言えば別にAIは限定的でいいと思うよ
[01:02:42 - 01:02:44] うちも全部が全部AIでやってないから
[01:02:44 - 01:02:50] ちょっと一回
[01:02:50 - 01:02:54] 多分今の会長の話だとプログラムAで
[01:02:54 - 01:02:58] とりあえず行きますよっていう話でいいんですよね会長
[01:02:58 - 01:03:01] 一回話も回してもらいます
[01:03:01 - 01:03:02] いいんですよねじゃなくて
[01:03:02 - 01:03:04] まず自分で全部読む
[01:03:04 - 01:03:07] もちろんそれを含めて一回ちょっと会長の方向性は
[01:03:07 - 01:03:10] これも俺はじっくり読ませてもらうし
[01:03:10 - 01:03:12] まず戦略を御社で狙わなきゃいけません
[01:03:12 - 01:03:14] この出された条件に対して
[01:03:14 - 01:03:17] 何をクリアすればどういう風な結果が生まれるか
[01:03:17 - 01:03:19] ってことを戦略として立てないと
[01:03:19 - 01:03:21] それでやっぱりいいですか
[01:03:21 - 01:03:22] どっちですかっていうのは絶対ダメだ
[01:03:22 - 01:03:25] だからこそ
[01:03:25 - 01:03:27] 俺ちゃんと結構しっかり書いてきた
[01:03:27 - 01:03:28] っていうのがあるので
[01:03:28 - 01:03:34] 一回ちょっと揉ませてください
[01:03:34 - 01:03:37] これ期間が
[01:03:37 - 01:03:38] 10月1日かな
[01:03:38 - 01:03:40] 一応10月1日から
[01:03:40 - 01:03:41] なってるんですけど
[01:03:41 - 01:03:45] おおよそ2ヶ月だと思っていただければいいかなと思います
[01:03:45 - 01:03:48] なんでかというと
[01:03:48 - 01:03:52] 多分1月2月にこの施策をやってもあまり意味がないからです
[01:03:52 - 01:03:57] もう一回Aをやりたいとかって言うのであれば
[01:03:57 - 01:04:02] 要するに本社側からこれだけの仕入れ額にするから
[01:04:02 - 01:04:05] これぐらいの期間でミッドをやりたいっていう
[01:04:05 - 01:04:07] ディールをしましょうという
[01:04:07 - 01:04:08] なるほどですね
[01:04:08 - 01:04:18] 逆にそれって例えばここで大きな割引するからそこに対してこんぐらい仕入れるんでちょっとねあの値段見てもらえないかっていう細々とした相談もいいですか
[01:04:18 - 01:04:21] 構わないんだけど大変なるよそれ
[01:04:21 - 01:04:22] そうなんですよね
[01:04:22 - 01:04:24] 仕入れがね
[01:04:24 - 01:04:25] そうですよね
[01:04:25 - 01:04:42] 俺が言いたいのは、いかに仕入れを少なくしながら、長居くんが例えば売るっていうのあるじゃん、の時間とかにかけないで、自分が動かないで儲けかるっていう仕組みを作ってあげるかなと思っている。
[01:04:42 - 01:04:45] それが最終的にBになるじゃないですか。
[01:04:45 - 01:05:02] でもね、絵の中にもそれが入ってて、例えばさっき言った過去動画だったりとか、一回作ってバズったものを即広告化するとかっていう、もっと増やす、もっと効果を上げるっていう努力をしなきゃいけない。
[01:05:02 - 01:05:09] それは今初めて聞いたし、そりゃいいね。それは絶対したことない。もったいない。
[01:05:09 - 01:05:13] こんなことを普通は言わないから
[01:05:13 - 01:05:16] そうですね、ありがとうございます
[01:05:16 - 01:05:18] 戦略デタバラシじゃん
[01:05:18 - 01:05:22] でも、さっきのショピファイとかでもやるためはすぐできるのよ
[01:05:22 - 01:05:26] ただ、何も調べてないし、手付けてないだけだと思う
[01:05:26 - 01:05:29] ショピファイは一回作ったんですよ、実際
[01:05:29 - 01:05:32] 作ってはいたんですけど出さなかったっていう
[01:05:32 - 01:05:34] 結局値段高ぇなってなった
[01:05:34 - 01:05:37] その時のベースと比べると高かった
[01:05:37 - 01:05:44] 例えばベース出す前のあれじゃん 今多分ベースで売ったら一個いくらになるかってさ
[01:05:44 - 01:05:50] 一つのものが売れて最終的な荒利となるまでの 原価って追えるわけじゃん
[01:05:50 - 01:05:53] それでシミュレーションしてみればいいのよ
[01:05:53 - 01:05:55] ベース大きいよ
[01:05:55 - 01:05:57] ベース大きいですけど
[01:05:57 - 01:05:59] あれなんとかなるんであれば
[01:05:59 - 01:06:01] ちなみにベースって今ってどれくらい取られるんですか
[01:06:01 - 01:06:05] 表向きは0.2%のプラス40円
[01:06:05 - 01:06:09] だけどそれがアプリになった場合はその場合です
[01:06:09 - 01:06:11] 0.2が0.4
[01:06:11 - 01:06:15] それは販売額に対して
[01:06:15 - 01:06:17] 販売額に対して
[01:06:17 - 01:06:18] カードフィーとかは
[01:06:18 - 01:06:21] カードの手数料
[01:06:21 - 01:06:23] 手数料とかかかんないです
[01:06:23 - 01:06:24] そんなことある?
[01:06:25 - 01:06:26] 手数料はかかんないですよ
[01:06:26 - 01:06:27] だから手数料で
[01:06:27 - 01:06:30] Amazon Payだけ高いですわ
[01:06:30 - 01:06:31] クレーカーはかかんない
[01:06:31 - 01:06:35] カードフィーが0.2なんてある?
[01:06:35 - 01:06:37] カードフィーじゃなくて
[01:06:37 - 01:06:39] 10何パー言わなかった?
[01:06:41 - 01:06:43] それは2万何本払わなかった場合
[01:06:43 - 01:06:44] 一番安いコース
[01:06:44 - 01:06:45] そうそう
[01:06:45 - 01:06:52] 2万何本毎月払うと0.2なんだ
[01:06:52 - 01:06:54] プラス40円
[01:06:54 - 01:06:56] でもそれは表向き
[01:06:56 - 01:06:57] プラス40円
[01:06:57 - 01:07:01] 1件につき0.2%とプラス40円取られています
[01:07:01 - 01:07:02] 今は発送ボタンを押した
[01:07:02 - 01:07:06] ただそれは表向きで
[01:07:06 - 01:07:11] アプリっていうところになるとそれが倍額になっている
[01:07:11 - 01:07:12] 単純に言うと
[01:07:12 - 01:07:13] それはうちは待ってないんだろ
[01:07:13 - 01:07:15] 待ってないです強制です強制
[01:07:15 - 01:07:16] 強制なんだ
[01:07:16 - 01:07:16] 強制
[01:07:16 - 01:07:20] アプリだけうちは出しませんとかできない
[01:07:20 - 01:07:20] そうなんだ
[01:07:20 - 01:07:26] いくら儲けるからいくら金を出すっていう考え方になるんですか
[01:07:26 - 01:07:31] そこ改善できるなら教えてよ
[01:07:31 - 01:07:36] 広告を出すっていうところはちょっと一回やってみようと思うので
[01:07:36 - 01:07:38] すぐできることで言ったらね
[01:07:38 - 01:07:42] 一番時間かからなくて効果が出やすい
[01:07:42 - 01:07:45] 1日2000件はでかいですね
[01:07:45 - 01:07:48] 1日で2000件ですもんね
[01:07:48 - 01:07:52] 新しいユーザーに2000人いく
[01:07:52 - 01:07:55] それはでかい めちゃくちゃでかい
[01:07:55 - 01:07:59] 1日あたりの額を多くすればもっといくわけ。
[01:07:59 - 01:08:05] うちが今やってるバッグのほうなんかだったら、月8万円分ぐらいかけてる。
[01:08:05 - 01:08:07] でかいですね。
[01:08:07 - 01:08:14] だから1日7000円ぐらいかな、まだかけてガッツリやってるし、
[01:08:14 - 01:08:17] Amazonなんかでもそうなんだけど、Amazonでいったら今、
[01:08:17 - 01:08:23] 生理期間中だったら1日5万円までかけて広告出す。
[01:08:23 - 01:08:27] でもやっぱり出してリターンを得ているってことですね
[01:08:27 - 01:08:28] リターンを得ているっていうのは絶対いるんだよ
[01:08:28 - 01:08:31] 分かりました
[01:08:31 - 01:08:33] もう一回ちょっと揉みます
[01:08:33 - 01:08:34] 揉み揉みしましょう
[01:08:34 - 01:08:36] ここもちょっと揉ませてもらいます
[01:08:36 - 01:08:39] 僕が気になるところがちょっと一個あるので
[01:08:39 - 01:08:42] 今はっきり言ったけど
[01:08:42 - 01:08:45] これ以上何かなりませんかっていうのは
[01:08:45 - 01:08:47] 一旦ちょっと無しにして
[01:08:47 - 01:08:47] 分かりました
[01:08:47 - 01:08:51] 一応条件としてはもうこちらで出してるから
[01:08:51 - 01:08:54] この内容でやるかやらないかっていうのを含めて
[01:08:54 - 01:08:56] 一回ちょっと会長ともましてください
[01:08:56 - 01:09:02] まずはこの取り組みを含めて
[01:09:02 - 01:09:03] さっき言った小ネタも含めて
[01:09:03 - 01:09:06] 改善できるところから改善していって
[01:09:06 - 01:09:09] やらないと
[01:09:09 - 01:09:11] 俺もダメだなって思うからさ
[01:09:11 - 01:09:16] 要はうちも愛車がたくさんなくなっても困るわけなんで
[01:09:16 - 01:09:22] ただそれでじゃあ全部が全部に面倒見ますよってわけにもいかず
[01:09:22 - 01:09:28] もうちょっとお願いというかさっきの話なんですけど
[01:09:28 - 01:09:29] お前お願いばっかりしていくもんね
[01:09:29 - 01:09:33] AIをもうちょっと使い方で覚えたいんですよね
[01:09:33 - 01:09:35] 教えるのは全然できるよ
[01:09:35 - 01:09:41] だからそういう知識とかノウハウは全然普通に教えてるわけなんで
[01:09:41 - 01:09:44] 全然うちの妹のあれ見ててもびっくりするでしょ
[01:09:44 - 01:09:47] あ、なるほど、はいはい、そうですね。
[01:09:47 - 01:09:49] そうなんだよなぁ。
[01:09:49 - 01:09:52] そう、でもね、あんまりテクノロジーばっかり考えるよりも、
[01:09:52 - 01:09:56] 俺は、永井君の一番の持ち味は、キャラ。
[01:09:56 - 01:09:57] あ、そうそう。
[01:09:57 - 01:09:59] だって、ほら。
[01:10:01 - 01:10:03] 妙子のヒカキンみたいなね。
[01:10:03 - 01:10:05] はいはいはい。
[01:10:05 - 01:10:07] ヒカキンがバズってるのを。
[01:10:07 - 01:10:09] 会長、ごめんなさいね。話変えますよ。
[01:10:09 - 01:10:12] 会長、それ、先にこれ、さっさと解決してもらっていいですか?本当に。
[01:10:12 - 01:10:16] いや、電話しちゃって、静岡にいるんだ。 静岡!?
[01:10:16 - 01:10:19] え、なになに? すごいじゃないですか、音。
[01:10:19 - 01:10:24] マイクに入りまくるんですって。 本当に。
[01:10:24 - 01:10:29] でもなんか、機械が作動してる音だよね。 上でフライス、真上でフライス板が動いてる。
[01:10:29 - 01:10:33] 引っ越してきた。 あ、違う、会社に入った。
[01:10:33 - 01:10:42] そうそうそれで今無理じゃないそれそれで なんかあのここの貸主が最初にここの持ち主から結構となるよって言われたらしいんです
[01:10:42 - 01:10:49] でうちのことを調べて知ってって上の人は あの撮影とかしてるんだったら音出るけど大丈夫か
[01:10:49 - 01:10:54] 親に言ったんですって そしたらオッケー言って
[01:10:54 - 01:11:04] ねえ今日までずっと文句言わなかったんですよ。そしたら上からわざわざ降りてきてくれて
[01:11:04 - 01:11:09] うるさくないですか? うるさいです。
[01:11:09 - 01:11:14] 仕事になりませんって言ってた? 言った言った。そこの人には言ったけど
[01:11:14 - 01:11:22] その大谷には伝わってないんで会長坊や頼みますねチュニア逆転か 本当にこれね
[01:11:22 - 01:11:26] とりあえず2ヶ月これで行くっていうこのA案を ちょっと一回揉ませてください
[01:11:26 - 01:11:31] 揉ます?まだなんですか? ちょっと揉ませて ちょっと1個気になるところがあったんで
[01:11:31 - 01:11:36] 僕今松下さんもいるんで言うのもあれなんですけど 別に言えばいいですか?
[01:11:36 - 01:11:42] 4番の一番最後のこのねー 2.2がこの
[01:11:42 - 01:11:47] 2.2ですね 販売価格の維持義務
[01:11:47 - 01:11:54] あーえっとこの8これですね販売価格にいつか転嫁しちゃいけないとか 新しい商品作っちゃいけませんよーとか
[01:11:54 - 01:12:02] うんなんでこれがこれ書いてるかわかる まあこれでもちろん
[01:12:02 - 01:12:07] 言語化が難しいな、感覚では分かってはいるんですけど、これを
[01:12:07 - 01:12:08] 今、どこに1点あった?
[01:12:08 - 01:12:11] 2.2ですね。
[01:12:11 - 01:12:16] 4番の、このプログラムが終わった後も
[01:12:16 - 01:12:21] 販売価格の維持義務っていうのは発生し続けるよと。
[01:12:21 - 01:12:23] うん、これは何でかっていうとさ、
[01:12:23 - 01:12:25] この簡単な話で、
[01:12:25 - 01:12:29] 検視事項の中にある、要するにあの
[01:12:29 - 01:12:35] 今の安いうちに仕入れようっていうのでやって それは無しですよ
[01:12:35 - 01:12:39] それをやっちゃったら困るから条件として付けている
[01:12:39 - 01:12:41] そういうことなんですね
[01:12:41 - 01:12:44] 要するにこれを原始と思わないでくれって話なのよ
[01:12:44 - 01:12:49] もちろんそれは 価格が戻った後もこれは継続されるっていうふうに出てるので
[01:12:49 - 01:12:56] だからそれの理由は要するにこれを原始として 今の安いうちに仕入れてそれをするっていうのをやめてねって話
[01:12:56 - 01:13:01] その時値段が戻った後はしてもいいってことなんですか
[01:13:01 - 01:13:05] だから要するにうちからするとさっきも言った通り
[01:13:05 - 01:13:09] 例えば値段が下がったりとか下がった分だけたくさん付けれるとかっていうので
[01:13:09 - 01:13:12] アドバンテージ出したいんだっていう気持ちは分かるんだけど
[01:13:12 - 01:13:15] それをしちゃうとそもそもこれをやろうって言ったら
[01:13:15 - 01:13:19] それはやめようねって書いてるだけの話だから
[01:13:19 - 01:13:24] だから別に価格の決定権は自由はお互いあるよって話
[01:13:24 - 01:13:26] 要するにこれを原始にすんなって話
[01:13:26 - 01:13:27] それだけ
[01:13:27 - 01:13:32] 2ヶ月分かりましたけど
[01:13:32 - 01:13:35] 1月2月は売上が悪かったっていうか
[01:13:35 - 01:13:37] そうですうちもそうなんですけど
[01:13:37 - 01:13:42] やっぱりみんなねお正月とかクリスマスとかあって
[01:13:42 - 01:13:45] お金がない期間なんだよね1月って
[01:13:45 - 01:13:47] あと天気も悪いしね
[01:13:47 - 01:13:49] 1月の前半はそうでもないですよ
[01:13:49 - 01:13:51] 前半は2月からだったかな
[01:13:51 - 01:13:56] 1月半ばぐらいから2月終わりまで
[01:13:56 - 01:13:59] そこはもう戦略を考えなきゃいけなくて
[01:13:59 - 01:14:03] やっぱり車の内装に目を向けてもらったりとか
[01:14:03 - 01:14:08] 俺はニオワンに光を求める
[01:14:08 - 01:14:12] 車の中以外の話
[01:14:12 - 01:14:14] 車って言わない方がいいの?ニオワンは
[01:14:14 - 01:14:19] うち最近ニオワンは除菌剤としてめっちゃ売れてるから
[01:14:19 - 01:14:25] だからうちとしても一番利益出してもらいやすいものだから
[01:14:25 - 01:14:26] 日本安ってね
[01:14:26 - 01:14:30] しかも今回のあれの中にも
[01:14:30 - 01:14:34] さっきも言ってたんですけど会長にこれは言ってって言ってたので
[01:14:34 - 01:14:36] 入ってたんですよ日本安は
[01:14:36 - 01:14:41] 値段をここまで落としてくれるとは分からなかったんで
[01:14:41 - 01:14:43] これ見たからこんなの出せねえ
[01:14:43 - 01:14:44] 出せねえですよ
[01:14:44 - 01:14:47] 会長に俺デコを吸い付けて
[01:14:47 - 01:14:53] いやだから冬のね戦略に関しては
[01:14:53 - 01:14:57] 一旦車から頭離してもいいかもしれないですね
[01:14:57 - 01:15:02] その辺はねだっけ俺松下さんちょっとそういう
[01:15:02 - 01:15:05] 売上がガクッと下がる時の対策を
[01:15:05 - 01:15:08] よく相談してやるのが一番いいんだよね
[01:15:08 - 01:15:11] だから前作ってくれたさその選択とかさ
[01:15:11 - 01:15:12] いろいろあるんだけど多分ね
[01:15:12 - 01:15:15] あの内容ちょっと一つ一つに分解して
[01:15:15 - 01:15:23] 深掘りするだけで実践してもらいやすい内容に作り変えるだけで多分めっちゃ売れると思う
[01:15:23 - 01:15:29] あれちなみにWDCって油強いですか?かけたて
[01:15:29 - 01:15:31] WDCってウィンドコートか
[01:15:31 - 01:15:33] ある程度
[01:15:33 - 01:15:40] あれ今考えてるのがあれをIHに塗ったら面白いんじゃないかなって思ってます
[01:15:40 - 01:15:41] やったことないな
[01:15:41 - 01:15:43] そういうのやってみようと思ってるんですよ
[01:15:43 - 01:15:47] でも今までさ ああいう電気の折り金こういうのがね
[01:15:47 - 01:15:50] あれガラスなの? 彼のね、これすごい良いんですよ
[01:15:50 - 01:15:54] 僕すごいここが彼の持ち味だと思ってて
[01:15:54 - 01:15:59] 意外な使い方とかいろんなアイディア持ってるんで
[01:15:59 - 01:16:05] ほんと根気だけ、根気だけがない
[01:16:05 - 01:16:11] あとね、そのケツまくる癖どうにかしろって
[01:16:11 - 01:16:13] でもそれがなかったら多分パーフェクトだよ
[01:16:13 - 01:16:19] いいところがいっぱいあるやつはその倍ぐらい悪いところもいったんだわ
[01:16:19 - 01:16:21] 僕いつも言われてます
[01:16:21 - 01:16:25] めんどくさいやつが一番稼ぐっていうのも言ってる
[01:16:25 - 01:16:35] だからね冬はどちらかというと車っていうところからちょっと頭外した方が良くて
[01:16:35 - 01:16:40] だいたい年末のお掃除時期のちょっと手前ぐらいから
[01:16:40 - 01:16:44] お掃除ネタとかを広告でバーッと流すとか
[01:16:44 - 01:16:49] 広告にすると動画って見てる層に対しては
[01:16:49 - 01:16:50] おすすめで出てくるんですけど
[01:16:50 - 01:16:53] 広告にすると見てる層を超える
[01:16:53 - 01:16:56] っていう特性があるから
[01:16:56 - 01:16:59] 広告今のうちから出しておいた方がいいですね
[01:16:59 - 01:17:04] やってみましょう
[01:17:04 - 01:17:07] じゃあこれはいいんじゃないの?
[01:17:07 - 01:17:10] もう一回ちゃんと見ます
[01:17:10 - 01:17:12] もう一回ちゃんと見よう
